CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,CustomerStatus,ComplainReceived,WarehouseToHomeRange,TenureRange,CashbackAmountRange
52303,0,13,Computer,1,22,Debit Card,Male,3,3,Mobile Phone,3,Married,10,0,16,1,1,0,135,Retained,No,Moderate distance,2 Years,Moderate Cashback Amount
52304,0,7,Mobile Phone,1,15,Debit Card,Male,2,3,Fashion,1,Married,1,0,11,0,1,6,185,Retained,No,Close distance,1 Year,Moderate Cashback Amount
52305,0,13,Mobile Phone,1,8,Debit Card,Male,3,3,Laptop & Accessory,1,Single,2,0,13,3,8,8,147,Retained,No,Very close distance,2 Years,Moderate Cashback Amount
52306,0,14,Computer,3,7,E wallet,Female,3,3,Laptop & Accessory,5,Married,1,0,17,0,1,7,141,Retained,No,Very close distance,2 Years,Moderate Cashback Amount
52307,0,8,Computer,1,10,Debit Card,Male,2,3,Laptop & Accessory,3,Single,2,1,11,1,1,1,142,Retained,Yes,Very close distance,1 Year,Moderate Cashback Amount
52308,0,24,Mobile Phone,2,11,Debit Card,Male,2,3,Grocery,4,Married,2,1,11,0,3,10,240,Retained,Yes,Close distance,2 Years,High Cashback Amount
52309,0,11,Mobile Phone,3,8,Debit Card,Female,2,3,Laptop & Accessory,5,Married,4,0,15,0,1,7,169,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
52310,0,7,Mobile Phone,3,21,Credit Card,Female,3,3,Laptop & Accessory,5,Single,2,0,12,4,9,6,161,Retained,No,Moderate distance,1 Year,Moderate Cashback Amount
52311,0,0,Mobile Phone,1,25,Credit Card,Male,3,3,Mobile Phone,1,Married,4,0,11,0,1,2,137,Retained,No,Moderate distance,6 Months,Moderate Cashback Amount
52312,1,20,Mobile Phone,1,13,Credit Card,Female,2,4,Fashion,5,Married,8,1,14,1,5,9,200,Churned,Yes,Close distance,2 Years,Moderate Cashback Amount
52313,0,13,Mobile Phone,1,16,Debit Card,Male,2,3,Mobile Phone,4,Married,4,0,22,1,1,3,124,Retained,No,Close distance,2 Years,Moderate Cashback Amount
52314,0,9,Computer,3,13,E wallet,Female,2,1,Laptop & Accessory,5,Married,3,0,16,5,6,13,146,Retained,No,Close distance,1 Year,Moderate Cashback Amount
52315,0,21,Mobile Phone,1,10,Debit Card,Male,2,3,Fashion,1,Single,2,0,11,1,1,8,179,Retained,No,Very close distance,2 Years,Moderate Cashback Amount
52316,0,0,Mobile Phone,3,16,Credit Card,Female,3,1,Mobile Phone,1,Married,9,0,14,0,1,0,125,Retained,No,Close distance,6 Months,Moderate Cashback Amount
52317,0,24,Mobile Phone,1,17,Cash on Delivery,Female,2,4,Grocery,4,Single,4,0,16,0,1,3,231,Retained,No,Close distance,2 Years,High Cashback Amount
52318,0,10,Computer,1,7,Debit Card,Female,3,3,Mobile Phone,1,Single,2,0,15,1,1,0,116,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
52319,0,8,Mobile Phone,1,7,Credit Card,Female,2,4,Laptop & Accessory,1,Married,1,0,12,0,1,0,154,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
52320,0,0,Computer,3,8,Debit Card,Male,2,5,Laptop & Accessory,1,Single,4,0,20,0,1,0,151,Retained,No,Very close distance,6 Months,Moderate Cashback Amount
52321,1,18,Mobile Phone,3,19,E wallet,Male,2,1,Grocery,3,Single,7,1,17,1,3,8,237,Churned,Yes,Close distance,2 Years,High Cashback Amount
52322,0,29,Mobile Phone,1,29,Debit Card,Male,3,3,Grocery,4,Married,5,1,12,13,3,9,234,Retained,Yes,Moderate distance,more than 2 years,High Cashback Amount
52323,0,10,Computer,1,32,Cash on Delivery,Female,3,4,Mobile Phone,3,Married,2,0,20,1,1,0,120,Retained,No,Far distance,1 Year,Moderate Cashback Amount
52324,0,13,Mobile Phone,1,8,Credit Card,Female,2,1,Laptop & Accessory,3,Married,6,0,20,6,11,8,164,Retained,No,Very close distance,2 Years,Moderate Cashback Amount
52325,0,7,Mobile Phone,1,35,Credit Card,Male,2,3,Laptop & Accessory,3,Married,5,0,13,5,7,7,154,Retained,No,Far distance,1 Year,Moderate Cashback Amount
52326,1,0,Computer,3,8,Debit Card,Female,3,4,Mobile Phone,1,Single,8,0,14,0,1,0,128,Churned,No,Very close distance,6 Months,Moderate Cashback Amount
52327,1,0,Computer,3,24,E wallet,Female,3,3,Laptop & Accessory,3,Married,1,1,18,0,3,2,146,Churned,Yes,Moderate distance,6 Months,Moderate Cashback Amount
52328,0,11,Computer,1,16,Debit Card,Male,2,1,Mobile Phone,3,Married,2,0,11,0,1,3,126,Retained,No,Close distance,1 Year,Moderate Cashback Amount
52329,0,7,Mobile Phone,1,8,Cash on Delivery,Female,3,3,Laptop & Accessory,1,Single,2,0,11,4,4,11,167,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
52330,0,1,Mobile Phone,3,32,Debit Card,Male,2,4,Laptop & Accessory,5,Married,2,0,11,1,1,4,147,Retained,No,Far distance,6 Months,Moderate Cashback Amount
52331,1,0,Mobile Phone,1,28,Credit Card,Male,3,3,Laptop & Accessory,3,Married,2,1,15,5,6,7,162,Churned,Yes,Moderate distance,6 Months,Moderate Cashback Amount
52332,0,12,Mobile Phone,3,27,Debit Card,Male,2,4,Laptop & Accessory,1,Married,4,1,12,0,1,4,161,Retained,Yes,Moderate distance,1 Year,Moderate Cashback Amount
52333,0,24,Computer,3,8,E wallet,Male,2,3,Fashion,4,Married,3,0,11,3,3,2,206,Retained,No,Very close distance,2 Years,High Cashback Amount
52334,0,14,Computer,1,28,Debit Card,Female,3,3,Laptop & Accessory,1,Married,4,1,14,2,3,3,155,Retained,Yes,Moderate distance,2 Years,Moderate Cashback Amount
52335,0,10,Mobile Phone,1,10,Debit Card,Male,3,3,Mobile Phone,3,Married,8,1,15,1,1,3,130,Retained,Yes,Very close distance,1 Year,Moderate Cashback Amount
52336,0,6,Computer,3,11,Debit Card,Male,3,3,Laptop & Accessory,1,Married,7,0,13,1,1,2,200,Retained,No,Close distance,6 Months,Moderate Cashback Amount
52337,0,5,Mobile Phone,3,8,E wallet,Male,2,3,Laptop & Accessory,4,Married,1,1,13,1,1,2,141,Retained,Yes,Very close distance,6 Months,Moderate Cashback Amount
52338,0,12,Computer,1,31,Debit Card,Male,3,3,Fashion,3,Married,4,0,21,0,1,5,209,Retained,No,Far distance,1 Year,High Cashback Amount
52339,0,0,Mobile Phone,3,24,Debit Card,Male,3,1,Laptop & Accessory,3,Married,3,0,11,1,1,2,162,Retained,No,Moderate distance,6 Months,Moderate Cashback Amount
52340,0,25,Computer,1,34,Credit Card,Female,2,1,Grocery,3,Married,3,1,11,1,3,2,232,Retained,Yes,Far distance,more than 2 years,High Cashback Amount
52341,0,16,Mobile Phone,1,12,Credit Card,Female,3,4,Laptop & Accessory,3,Single,2,1,14,0,1,8,141,Retained,Yes,Close distance,2 Years,Moderate Cashback Amount
52342,0,0,Mobile Phone,3,16,E wallet,Female,3,4,Laptop & Accessory,1,Married,2,1,11,1,4,4,158,Retained,Yes,Close distance,6 Months,Moderate Cashback Amount
52343,1,0,Mobile Phone,1,16,Debit Card,Female,2,3,Mobile Phone,3,Single,2,1,13,4,7,7,124,Churned,Yes,Close distance,6 Months,Moderate Cashback Amount
52344,0,0,Mobile Phone,1,8,Credit Card,Male,2,4,Mobile Phone,1,Single,1,0,12,1,1,1,139,Retained,No,Very close distance,6 Months,Moderate Cashback Amount
52345,0,15,Mobile Phone,2,16,UPI,Female,2,3,Grocery,5,Married,1,0,14,2,1,9,268,Retained,No,Close distance,2 Years,High Cashback Amount
52346,0,25,Mobile Phone,1,14,UPI,Female,3,3,Mobile Phone,5,Married,10,0,13,1,1,4,130,Retained,No,Close distance,more than 2 years,Moderate Cashback Amount
52347,0,10,Mobile Phone,1,17,Credit Card,Female,3,3,Mobile Phone,3,Single,5,0,18,1,1,2,136,Retained,No,Close distance,1 Year,Moderate Cashback Amount
52348,0,8,Computer,1,24,Debit Card,Male,2,3,Fashion,1,Single,3,0,11,2,2,2,194,Retained,No,Moderate distance,1 Year,Moderate Cashback Amount
52349,0,0,Mobile Phone,1,7,Cash on Delivery,Male,2,3,Mobile Phone,1,Married,5,0,11,0,1,2,132,Retained,No,Very close distance,6 Months,Moderate Cashback Amount
52350,0,0,Mobile Phone,1,13,UPI,Male,3,1,Mobile Phone,5,Single,1,0,12,0,1,7,136,Retained,No,Close distance,6 Months,Moderate Cashback Amount
52351,0,2,Mobile Phone,2,23,UPI,Male,2,4,Fashion,5,Single,2,0,13,0,1,9,180,Retained,No,Moderate distance,6 Months,Moderate Cashback Amount
52352,1,12,Computer,1,34,Debit Card,Male,3,4,Laptop & Accessory,5,Single,4,0,20,0,1,3,143,Churned,No,Far distance,1 Year,Moderate Cashback Amount
52353,1,0,Computer,1,20,UPI,Female,2,3,Fashion,1,Single,1,1,12,4,7,7,176,Churned,Yes,Close distance,6 Months,Moderate Cashback Amount
52354,0,27,Mobile Phone,1,7,Credit Card,Female,2,3,Grocery,1,Single,7,0,19,2,12,7,273,Retained,No,Very close distance,more than 2 years,High Cashback Amount
52355,0,30,Mobile Phone,1,7,Credit Card,Female,3,3,Others,5,Married,4,1,16,1,1,5,297,Retained,Yes,Very close distance,more than 2 years,High Cashback Amount
52356,0,28,Mobile Phone,1,7,Credit Card,Male,2,1,Grocery,1,Married,3,0,13,0,3,0,247,Retained,No,Very close distance,more than 2 years,High Cashback Amount
52357,0,9,Mobile Phone,3,9,E wallet,Female,3,3,Laptop & Accessory,4,Single,4,1,16,0,1,1,193,Retained,Yes,Very close distance,1 Year,Moderate Cashback Amount
52358,1,10,Computer,3,7,Debit Card,Female,2,5,Mobile Phone,3,Single,2,0,12,0,1,0,114,Churned,No,Very close distance,1 Year,Moderate Cashback Amount
52359,0,3,Mobile Phone,3,13,E wallet,Female,3,3,Laptop & Accessory,5,Married,8,0,14,1,1,2,148,Retained,No,Close distance,6 Months,Moderate Cashback Amount
52360,0,4,Mobile Phone,1,14,Debit Card,Female,3,3,Grocery,4,Single,4,0,11,2,1,0,264,Retained,No,Close distance,6 Months,High Cashback Amount
52361,0,7,Computer,1,7,UPI,Male,3,3,Mobile Phone,5,Married,6,0,14,1,1,3,130,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
52362,1,10,Mobile Phone,1,14,Debit Card,Female,2,4,Mobile Phone,4,Single,2,0,12,0,1,0,113,Churned,No,Close distance,1 Year,Moderate Cashback Amount
52363,0,10,Mobile Phone,1,17,Debit Card,Male,3,3,Mobile Phone,5,Married,1,0,14,1,1,4,121,Retained,No,Close distance,1 Year,Moderate Cashback Amount
52364,0,9,Mobile Phone,1,10,Debit Card,Male,2,4,Laptop & Accessory,1,Single,2,0,16,0,1,8,158,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
52365,0,9,Mobile Phone,3,22,E wallet,Female,3,4,Laptop & Accessory,5,Married,5,0,13,1,1,2,156,Retained,No,Moderate distance,1 Year,Moderate Cashback Amount
52366,0,20,Mobile Phone,1,7,Cash on Delivery,Male,3,3,Mobile Phone,1,Married,8,0,12,1,1,2,134,Retained,No,Very close distance,2 Years,Moderate Cashback Amount
52367,1,0,Mobile Phone,3,15,Debit Card,Male,3,4,Mobile Phone,5,Married,4,0,12,2,2,2,144,Churned,No,Close distance,6 Months,Moderate Cashback Amount
52368,0,10,Computer,1,11,Cash on Delivery,Male,2,1,Mobile Phone,3,Single,1,0,14,0,1,3,135,Retained,No,Close distance,1 Year,Moderate Cashback Amount
52369,0,10,Mobile Phone,1,7,Debit Card,Female,2,3,Mobile Phone,5,Married,3,0,22,0,1,0,121,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
52370,0,20,Mobile Phone,1,8,Credit Card,Female,2,3,Grocery,3,Married,4,0,19,2,5,6,272,Retained,No,Very close distance,2 Years,High Cashback Amount
52371,0,0,Mobile Phone,3,10,Credit Card,Female,2,3,Laptop & Accessory,3,Married,2,1,12,1,1,3,142,Retained,Yes,Very close distance,6 Months,Moderate Cashback Amount
52372,0,5,Mobile Phone,3,13,E wallet,Male,3,3,Laptop & Accessory,1,Married,5,0,12,0,1,3,192,Retained,No,Close distance,6 Months,Moderate Cashback Amount
52373,0,7,Mobile Phone,1,7,Debit Card,Female,2,4,Mobile Phone,4,Married,6,0,17,1,1,2,133,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
52374,0,10,Mobile Phone,1,11,Credit Card,Male,2,1,Mobile Phone,3,Married,3,1,12,0,1,3,121,Retained,Yes,Close distance,1 Year,Moderate Cashback Amount
52375,0,13,Computer,1,15,UPI,Male,2,3,Laptop & Accessory,3,Married,4,0,11,0,1,7,140,Retained,No,Close distance,2 Years,Moderate Cashback Amount
52376,0,4,Mobile Phone,3,14,Debit Card,Male,2,3,Fashion,1,Married,2,0,18,2,9,9,208,Retained,No,Close distance,6 Months,High Cashback Amount
52377,1,9,Mobile Phone,3,15,E wallet,Male,2,3,Fashion,1,Married,5,0,11,4,4,3,201,Churned,No,Close distance,1 Year,High Cashback Amount
52378,1,2,Computer,1,8,Debit Card,Female,2,4,Mobile Phone,5,Single,3,1,23,0,1,0,136,Churned,Yes,Very close distance,6 Months,Moderate Cashback Amount
52379,1,0,Computer,1,7,Debit Card,Female,3,1,Fashion,4,Single,2,0,11,1,4,7,174,Churned,No,Very close distance,6 Months,Moderate Cashback Amount
52380,0,18,Mobile Phone,1,26,Credit Card,Male,3,5,Fashion,5,Married,3,1,18,1,1,7,209,Retained,Yes,Moderate distance,2 Years,High Cashback Amount
52381,0,10,Mobile Phone,2,14,Credit Card,Female,3,1,Mobile Phone,4,Single,10,0,18,1,1,2,121,Retained,No,Close distance,1 Year,Moderate Cashback Amount
52382,1,0,Computer,1,8,Debit Card,Male,3,3,Mobile Phone,1,Married,7,1,13,0,2,2,137,Churned,Yes,Very close distance,6 Months,Moderate Cashback Amount
52383,0,18,Mobile Phone,1,35,Cash on Delivery,Male,2,3,Fashion,1,Married,5,1,18,1,1,2,194,Retained,Yes,Far distance,2 Years,Moderate Cashback Amount
52384,0,21,Mobile Phone,3,13,E wallet,Male,3,3,Laptop & Accessory,5,Married,5,0,11,0,2,2,155,Retained,No,Close distance,2 Years,Moderate Cashback Amount
52385,1,0,Mobile Phone,2,15,Cash on Delivery,Female,3,3,Mobile Phone,3,Married,2,0,15,2,2,2,127,Churned,No,Close distance,6 Months,Moderate Cashback Amount
52386,0,13,Computer,1,14,Credit Card,Male,2,4,Fashion,4,Married,3,0,11,4,3,8,238,Retained,No,Close distance,2 Years,High Cashback Amount
52387,0,1,Mobile Phone,3,11,Credit Card,Male,2,3,Laptop & Accessory,5,Single,1,0,18,0,1,3,185,Retained,No,Close distance,6 Months,Moderate Cashback Amount
52388,0,17,Computer,1,11,Debit Card,Male,2,4,Mobile Phone,3,Single,4,0,14,0,1,3,132,Retained,No,Close distance,2 Years,Moderate Cashback Amount
52389,0,26,Mobile Phone,1,8,Credit Card,Male,2,1,Grocery,4,Single,5,0,12,2,8,8,266,Retained,No,Very close distance,more than 2 years,High Cashback Amount
52390,0,22,Mobile Phone,1,11,Cash on Delivery,Male,3,3,Laptop & Accessory,3,Married,3,0,14,0,1,2,167,Retained,No,Close distance,2 Years,Moderate Cashback Amount
52391,0,13,Mobile Phone,1,16,Credit Card,Male,3,3,Mobile Phone,3,Married,3,0,14,1,1,2,123,Retained,No,Close distance,2 Years,Moderate Cashback Amount
52392,0,17,Mobile Phone,1,26,Debit Card,Male,2,3,Mobile Phone,4,Single,2,0,13,1,1,3,134,Retained,No,Moderate distance,2 Years,Moderate Cashback Amount
52393,0,6,Computer,3,13,Credit Card,Male,2,3,Laptop & Accessory,5,Married,1,0,14,1,1,3,144,Retained,No,Close distance,6 Months,Moderate Cashback Amount
52394,0,7,Mobile Phone,3,9,UPI,Male,2,5,Laptop & Accessory,5,Single,4,0,18,2,3,12,148,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
52395,0,3,Mobile Phone,3,22,Debit Card,Male,3,3,Laptop & Accessory,3,Married,9,0,15,1,2,2,153,Retained,No,Moderate distance,6 Months,Moderate Cashback Amount
52396,0,15,Computer,1,15,Credit Card,Female,3,3,Mobile Phone,1,Single,2,0,13,0,5,8,137,Retained,No,Close distance,2 Years,Moderate Cashback Amount
52397,0,17,Computer,3,7,E wallet,Female,3,3,Laptop & Accessory,3,Married,8,0,12,0,1,0,148,Retained,No,Very close distance,2 Years,Moderate Cashback Amount
52398,0,10,Computer,1,13,Cash on Delivery,Male,3,3,Mobile Phone,3,Married,2,0,13,0,1,0,113,Retained,No,Close distance,1 Year,Moderate Cashback Amount
52399,0,30,Mobile Phone,1,7,Debit Card,Male,3,1,Laptop & Accessory,3,Married,1,0,24,1,2,8,149,Retained,No,Very close distance,more than 2 years,Moderate Cashback Amount
52400,0,22,Mobile Phone,1,13,Debit Card,Male,2,3,Fashion,4,Married,4,0,14,0,1,7,205,Retained,No,Close distance,2 Years,High Cashback Amount
52401,0,7,Computer,1,21,Credit Card,Male,3,3,Grocery,5,Married,8,0,14,2,6,9,270,Retained,No,Moderate distance,1 Year,High Cashback Amount
52402,1,0,Computer,3,7,Cash on Delivery,Male,3,3,Mobile Phone,3,Married,4,0,15,1,1,2,129,Churned,No,Very close distance,6 Months,Moderate Cashback Amount
52403,1,0,Computer,3,19,Cash on Delivery,Female,2,3,Laptop & Accessory,4,Single,6,0,11,1,1,0,158,Churned,No,Close distance,6 Months,Moderate Cashback Amount
52404,1,0,Mobile Phone,3,30,Credit Card,Female,2,4,Laptop & Accessory,4,Single,1,1,23,4,10,10,146,Churned,Yes,Moderate distance,6 Months,Moderate Cashback Amount
52405,0,8,Mobile Phone,3,16,Debit Card,Male,3,3,Mobile Phone,3,Married,2,0,13,0,1,0,124,Retained,No,Close distance,1 Year,Moderate Cashback Amount
52406,1,0,Computer,1,15,Credit Card,Male,2,3,Mobile Phone,5,Single,3,1,11,0,1,0,132,Churned,Yes,Close distance,6 Months,Moderate Cashback Amount
52407,0,10,Computer,3,19,Debit Card,Female,3,3,Mobile Phone,4,Married,2,0,13,0,1,0,120,Retained,No,Close distance,1 Year,Moderate Cashback Amount
52408,0,17,Computer,1,8,Credit Card,Male,2,3,Fashion,3,Single,6,1,18,2,2,2,202,Retained,Yes,Very close distance,2 Years,High Cashback Amount
52409,0,2,Mobile Phone,3,25,Debit Card,Male,3,4,Laptop & Accessory,3,Married,2,0,14,1,1,4,186,Retained,No,Moderate distance,6 Months,Moderate Cashback Amount
52410,0,10,Mobile Phone,2,7,Debit Card,Male,2,3,Mobile Phone,3,Married,1,0,21,0,1,3,121,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
52411,0,28,Mobile Phone,1,10,Debit Card,Male,1,3,Laptop & Accessory,3,Married,1,1,16,1,1,2,140,Retained,Yes,Very close distance,more than 2 years,Moderate Cashback Amount
52412,0,6,Mobile Phone,1,10,Credit Card,Female,2,4,Mobile Phone,4,Married,9,0,11,1,1,2,138,Retained,No,Very close distance,6 Months,Moderate Cashback Amount
52413,0,20,Mobile Phone,3,20,Credit Card,Female,3,3,Laptop & Accessory,3,Married,4,1,17,1,1,2,146,Retained,Yes,Close distance,2 Years,Moderate Cashback Amount
52414,1,0,Computer,1,16,Credit Card,Male,2,4,Mobile Phone,5,Single,8,0,11,1,1,0,126,Churned,No,Close distance,6 Months,Moderate Cashback Amount
52415,0,10,Mobile Phone,1,7,Debit Card,Male,3,4,Mobile Phone,3,Married,2,0,14,0,1,0,116,Retained,No,Very close distance,1 Year,Moderate Cashback Amount
52416,0,1,Computer,3,13,Debit Card,Male,2,3,Laptop & Accessory,5,Single,1,0,14,1,1,3,149,Retained,No,Close distance,6 Months,Moderate Cashback Amount
52417,0,22,Mobile Phone,1,9,Credit Card,Female,2,4,Laptop & Accessory,5,Married,5,0,25,0,1,2,148,Retained,No,Very close distance,2 Years,Moderate Cashback Amount
52418,0,2,Computer,1,8,Debit Card,Female,3,3,Mobile Phone,4,Married,1,0,13,1,1,2,132,Retained,No,Very close distance,6 Months,Moderate Cashback Amount
52419,0,1,Mobile Phone,1,35,Debit Card,Male,3,5,Laptop & Accessory,4,Married,2,0,14,0,1,7,165,Retained,No,Far distance,6 Months,Moderate Cashback Amount
52420,0,6,Mobile Phone,1,14,Debit Card,Male,3,3,Laptop & Accessory,3,Single,3,1,17,1,1,0,164,Retained,Yes,Close distance,6 Months,Moderate Cashback Amount
52421,0,5,Mobile Phone,1,16,Credit Card,Male,3,3,Fashion,1,Single,3,0,25,0,1,5,212,Retained,No,Close distance,6 Months,High Cashback Amount
52422,0,27,Computer,1,17,Credit Card,Female,2,3,Grocery,1,Married,4,0,20,0,3,12,260,Retained,No,Close distance,more than 2 years,High Cashback Amount
52423,1,0,Mobile Phone,1,16,Cash on Delivery,Male,3,4,Mobile Phone,5,Single,7,0,13,1,1,7,124,Churned,No,Close distance,6 Months,Moderate Cashback Amount
52424,0,17,Mobile Phone,1,34,Debit Card,Male,2,3,Grocery,5,Married,4,0,13,2,14,17,263,Retained,No,Far distance,2 Years,High Cashback Amount
52425,0,12,Mobile Phone,1,12,Debit Card,Female,2,3,Fashion,4,Single,5,0,18,2,2,2,184,Retained,No,Close distance,1 Year,Moderate Cashback Amount
52426,0,19,Mobile Phone,3,9,Debit Card,Female,2,3,Grocery,4,Married,9,0,12,2,5,1,266,Retained,No,Very close distance,2 Years,High Cashback Amount
52427,0,8,Mobile Phone,1,22,Debit Card,Female,3,4,Fashion,4,Single,2,0,19,3,3,3,186,Retained,No,Moderate distance,1 Year,Moderate Cashback Amount
52428,0,10,Mobile Phone,1,26,Debit Card,Male,3,3,Laptop & Accessory,3,Single,1,0,14,1,1,2,123,Retained,No,Moderate distance,1 Year,Moderate Cashback Amount
52429,1,10,Mobile Phone,1,15,Debit Card,Male,2,3,Mobile Phone,5,Single,4,0,14,1,1,0,120,Churned,No,Close distance,1 Year,Moderate Cashback Amount
52430,0,7,Mobile Phone,3,7,Cash on Delivery,Male,3,4,Fashion,3,Married,2,1,14,7,8,6,171,Retained,Yes,Very close distance,1 Year,Moderate Cashback Amount
52431,1,0,Computer,1,9,Debit Card,Female,2,3,Mobile Phone,3,Single,2,0,12,2,7,7,141,Churned,No,Very close distance,6 Months,Moderate Cashback Amount
52432,0,23,Computer,1,28,Credit Card,Male,2,5,Grocery,1,Single,2,1,13,1,3,9,244,Retained,Yes,Moderate distance,2 Years,High Cashback Amount
52433,0,10,Mobile Phone,3,13,Cash on Delivery,Male,2,3,Mobile Phone,3,Married,1,1,25,3,5,7,123,Retained,Yes,Close distance,1 Year,Moderate Cashback Amount
52434,0,15,Mobile Phone,1,8,Credit Card,Male,3,4,Mobile Phone,4,Married,5,0,14,0,1,0,148,Retained,No,Very close distance,2 Years,Moderate Cashback Amount
52435,0,10,Mobile Phone,1,19,Credit Card,Male,2,3,Laptop & Accessory,1,Married,2,0,17,2,3,7,143,Retained,No,Close distance,1 Year,Moderate Cashback Amount
52436,0,2,Mobile Phone,1,14,UPI,Female,2,5,Laptop & Accessory,5,Married,4,0,13,1,1,7,197,Retained,No,Close distance,6 Months,Moderate Cashback Amount
52437,0,6,Mobile Phone,1,31,Debit Card,Male,2,4,Laptop & Accessory,4,Single,2,0,13,1,1,2,143,Retained,No,Far distance,6 Months,Moderate Cashback Amount
52438,0,10,Mobile Phone,1,34,Cash on Delivery,Male,3,3,Mobile Phone,1,Married,5,0,20,1,1,3,121,Retained,No,Far distance,1 Year,Moderate Cashback Amount
52439,0,15,Computer,1,8,Debit Card,Male,2,3,Fashion,1,Married,3,1,14,4,13,9,201,Retained,Yes,Very close distance,2 Years,High Cashback Amount
52440,0,13,Mobile Phone,3,15,Credit Card,Male,2,3,Laptop & Accessory,5,Married,1,0,12,7,7,1,155,Retained,No,Close distance,2 Years,Moderate Cashback Amount
